Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,17,,223,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,0409,Honey; natural,,,,,,,1468,,5221,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,201,,1951,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,2111,,18180,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,1827,,40658,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0409,Honey; natural,,,,,,,213,,4265,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,0409,Honey; natural,,,,,,,10,,189,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1007,,14160,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,0409,Honey; natural,,,,,,,502,,6336,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0409,Honey; natural,,,,,,,638,,7690,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0409,Honey; natural,,,,,,,3594,,37182,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,107,,1283,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,513,,10772,,,0
HS,2014,201409,September 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,163168,,1679645,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,202294,,2203302,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,22,,1390,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,42,,739,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,7002,,4163,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,0409,Honey; natural,,,,,,,156,,2159,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1527,,18318,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,0409,Honey; natural,,,,,,,105,,2617,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0409,Honey; natural,,,,,,,903,,16766,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0409,Honey; natural,,,,,,,2779,,58224,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,3527,,100444,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0409,Honey; natural,,,,,,,424,,5734,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,12173,,42367,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,1567,,41408,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,815,,17586,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0409,Honey; natural,,,,,,,1966,,18829,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,47,,951,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,0409,Honey; natural,,,,,,,1264,,8367,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,71826,,658217,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,1984,,71211,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0409,Honey; natural,,,,,,,1559,,72869,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,0409,Honey; natural,,,,,,,882,,8018,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,410,Rep. of Korea,,,,,,,,,0409,Honey; natural,,,,,,,1008,,11302,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0409,Honey; natural,,,,,,,102,,1354,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,7,,206,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0409,Honey; natural,,,,,,,10,,165,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0409,Honey; natural,,,,,,,305,,6095,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,8131,,45835,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,566,Nigeria,,,,,,,,,0409,Honey; natural,,,,,,,46422,,202235,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,0409,Honey; natural,,,,,,,142,,5572,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,10998,,404203,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0409,Honey; natural,,,,,,,145,,1872,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0409,Honey; natural,,,,,,,2685,,30109,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,1037,,52029,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0409,Honey; natural,,,,,,,5644,,63292,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,699,India,,,,,,,,,0409,Honey; natural,,,,,,,2194,,13174,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0409,Honey; natural,,,,,,,809,,7432,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,768,,6097,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,705,Slovenia,,,,,,,,,0409,Honey; natural,,,,,,,58,,1190,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,2607,,42818,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0409,Honey; natural,,,,,,,2326,,62171,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,0409,Honey; natural,,,,,,,245,,3917,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,559,,4052,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0409,Honey; natural,,,,,,,4490,,57388,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,792,Turkey,,,,,,,,,0409,Honey; natural,,,,,,,100,,2169,,,0
HS,2014,201410,October 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0409,Honey; natural,,,,,,,932,,28247,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,162702,,2197404,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,272,,3950,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,732,,17731,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,0409,Honey; natural,,,,,,,1363,,14577,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0409,Honey; natural,,,,,,,988,,11708,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0409,Honey; natural,,,,,,,3917,,54247,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,1234,,32311,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,233,Estonia,,,,,,,,,0409,Honey; natural,,,,,,,6,,169,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0409,Honey; natural,,,,,,,190,,4654,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,101,,1693,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,9861,,238168,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,836,,21612,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,795,,12507,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0409,Honey; natural,,,,,,,4321,,40843,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,24,,273,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,0409,Honey; natural,,,,,,,385,,2452,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,76427,,1030038,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,5764,,197769,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0409,Honey; natural,,,,,,,290,,1999,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,400,Jordan,,,,,,,,,0409,Honey; natural,,,,,,,515,,21852,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,422,Lebanon,,,,,,,,,0409,Honey; natural,,,,,,,556,,2791,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,428,Latvia,,,,,,,,,0409,Honey; natural,,,,,,,2,,6,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1,,99,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0409,Honey; natural,,,,,,,64,,683,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0409,Honey; natural,,,,,,,577,,4558,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,490,"Other Asia, nes",,,,,,,,,0409,Honey; natural,,,,,,,241,,2663,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,3294,,37939,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,566,Nigeria,,,,,,,,,0409,Honey; natural,,,,,,,24320,,114343,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,579,Norway,,,,,,,,,0409,Honey; natural,,,,,,,655,,38071,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,2486,,25311,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,22,,1025,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0409,Honey; natural,,,,,,,1081,,10493,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,694,Sierra Leone,,,,,,,,,0409,Honey; natural,,,,,,,212,,1320,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,702,Singapore,,,,,,,,,0409,Honey; natural,,,,,,,143,,1884,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0409,Honey; natural,,,,,,,80,,970,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0409,Honey; natural,,,,,,,2983,,32853,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,651,,12765,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,3229,,41750,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0409,Honey; natural,,,,,,,197,,4113,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,757,Switzerland,,,,,,,,,0409,Honey; natural,,,,,,,820,,9027,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,705,Slovenia,,,,,,,,,0409,Honey; natural,,,,,,,21,,341,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0409,Honey; natural,,,,,,,12193,,137774,,,0
HS,2014,201411,November 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0409,Honey; natural,,,,,,,853,,8070,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,153731,,1699458,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,176,,3470,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,52,Barbados,,,,,,,,,0409,Honey; natural,,,,,,,403,,4403,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,1705,,10497,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,100,Bulgaria,,,,,,,,,0409,Honey; natural,,,,,,,63,,774,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,124,Canada,,,,,,,,,0409,Honey; natural,,,,,,,400,,2488,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,4095,,31625,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,191,Croatia,,,,,,,,,0409,Honey; natural,,,,,,,538,,7660,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,196,Cyprus,,,,,,,,,0409,Honey; natural,,,,,,,431,,4653,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,203,Czech Rep.,,,,,,,,,0409,Honey; natural,,,,,,,7149,,85795,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,1440,,38934,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,231,Ethiopia,,,,,,,,,0409,Honey; natural,,,,,,,150,,1464,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,246,Finland,,,,,,,,,0409,Honey; natural,,,,,,,291,,3664,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,31131,,132166,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,240,,1649,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,23,,490,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,352,Iceland,,,,,,,,,0409,Honey; natural,,,,,,,80,,2469,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,360,Indonesia,,,,,,,,,0409,Honey; natural,,,,,,,229,,1499,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,397,,7408,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,344,"China, Hong Kong SAR",,,,,,,,,0409,Honey; natural,,,,,,,893,,7904,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,28666,,345038,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,1844,,91260,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,392,Japan,,,,,,,,,0409,Honey; natural,,,,,,,3883,,31508,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,414,Kuwait,,,,,,,,,0409,Honey; natural,,,,,,,2635,,28175,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1,,13,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0409,Honey; natural,,,,,,,84,,1044,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,446,"China, Macao SAR",,,,,,,,,0409,Honey; natural,,,,,,,1140,,7576,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,458,Malaysia,,,,,,,,,0409,Honey; natural,,,,,,,680,,6773,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,470,Malta,,,,,,,,,0409,Honey; natural,,,,,,,336,,5013,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,1240,,13739,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,566,Nigeria,,,,,,,,,0409,Honey; natural,,,,,,,30619,,141554,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,11553,,410108,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,620,Portugal,,,,,,,,,0409,Honey; natural,,,,,,,249,,2798,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,634,Qatar,,,,,,,,,0409,Honey; natural,,,,,,,244,,2264,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,26,,837,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,682,Saudi Arabia,,,,,,,,,0409,Honey; natural,,,,,,,8631,,90312,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,408,,3151,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,705,Slovenia,,,,,,,,,0409,Honey; natural,,,,,,,44,,897,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,455,,5506,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,784,United Arab Emirates,,,,,,,,,0409,Honey; natural,,,,,,,5092,,54794,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,842,United States of America,,,,,,,,,0409,Honey; natural,,,,,,,1697,,46063,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,3854,,51690,,,0
HS,2014,201412,December 2014,4,0,2,Exports,826,United Kingdom,,752,Sweden,,,,,,,,,0409,Honey; natural,,,,,,,516,,10333,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,80400,,189780,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,894,Zambia,,,,,,,,,0409,Honey; natural,,,,,,,21600,,84778,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,182762,,859912,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0409,Honey; natural,,,,,,,39440,,117207,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,705,Slovenia,,,,,,,,,0409,Honey; natural,,,,,,,93,,765,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,26378,,65996,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,612,Pitcairn,,,,,,,,,0409,Honey; natural,,,,,,,115,,2787,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,2417,,15705,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,132637,,2924737,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,44300,,163513,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,3930,,19933,,,0
