Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1016,,5403,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,181,,2018,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,143374,,733857,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,77850,,558669,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,82298,,434679,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,157589,,824320,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,7201,,100062,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,231,Ethiopia,,,,,,,,,0409,Honey; natural,,,,,,,41760,,107097,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,4438,,25296,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1268780,,1944799,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,124,Canada,,,,,,,,,0409,Honey; natural,,,,,,,90,,4867,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,145708,,579853,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,103195,,689474,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,41457,,169595,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,20400,,89735,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,50,,637,,,0
HS,2014,201412,December 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,2629459,,10715474,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,17989,,79606,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,894,Zambia,,,,,,,,,0409,Honey; natural,,,,,,,43200,,170412,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,35434,,159662,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,89403,,519452,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,122035,,1883137,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,28718,,119286,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,37082,,154266,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,50221,,118770,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,387,,2625,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,4551,,38901,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,2798,,27752,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,30806,,188064,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,1436,,21088,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,124775,,696806,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,40459,,238384,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,231,Ethiopia,,,,,,,,,0409,Honey; natural,,,,,,,10440,,37364,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,9384,,53091,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,61200,,190249,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1827420,,2949529,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,118219,,812317,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,38260,,119152,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,60860,,211807,,,0
HS,2014,201402,February 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,2755077,,8791718,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,1025,,7156,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,40200,,93355,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,111974,,476150,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,110585,,2292264,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,340,,2388,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,107066,,373348,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,470,Malta,,,,,,,,,0409,Honey; natural,,,,,,,1,,1950,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,3875,,39299,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,29792,,178225,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,320,Guatemala,,,,,,,,,0409,Honey; natural,,,,,,,41000,,154663,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,4007,,64053,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1232840,,2192712,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,20620,,154516,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,61845,,222594,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,90368,,430450,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,79351,,286411,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,60900,,269283,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,2118483,,7963086,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,90141,,554924,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,5329,,52553,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,949,,5060,,,0
HS,2014,201405,May 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,26275,,111732,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,2361307,,9381992,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,143741,,870507,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,158676,,627723,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,20400,,90916,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,60300,,142064,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,2443,,17244,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0409,Honey; natural,,,,,,,19800,,50952,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,41356,,201341,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,87672,,1931730,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,442,Luxembourg,,,,,,,,,0409,Honey; natural,,,,,,,19968,,70858,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,474780,,1706075,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,3677,,23223,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,760,,2887,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,2795,,22012,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,111678,,189782,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,6698,,65181,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,320,Guatemala,,,,,,,,,0409,Honey; natural,,,,,,,62400,,231648,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,113202,,679276,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,37762,,295783,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,231,Ethiopia,,,,,,,,,0409,Honey; natural,,,,,,,9280,,33857,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,152,Chile,,,,,,,,,0409,Honey; natural,,,,,,,20100,,81203,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,759335,,1282913,,,0
HS,2014,201406,June 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,204484,,764819,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,3122086,,13555637,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,119766,,717108,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,28452,,160222,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,3696,,27151,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,167955,,642563,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,1498242,,2473354,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,84291,,593535,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,60675,,244058,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,20400,,96115,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,2685,,29896,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,34093,,161081,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,28535,,247264,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,320,Guatemala,,,,,,,,,0409,Honey; natural,,,,,,,41417,,150734,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,613,,5956,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,643610,,2436287,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,1544,,9048,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1680,,9342,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,237551,,5002799,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0409,Honey; natural,,,,,,,55,,328,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,1572,,11600,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,752,Sweden,,,,,,,,,0409,Honey; natural,,,,,,,57,,3104,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,54072,,272725,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,30645,,116137,,,0
HS,2014,201407,July 2014,4,0,1,Imports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,60480,,145228,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,54881,,298501,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,32133,,142864,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,69173,,1255318,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,286772,,1048644,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,3038,,14695,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1717,,6651,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,2549,,23817,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,61122,,709244,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,4673,,57078,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,320,Guatemala,,,,,,,,,0409,Honey; natural,,,,,,,20000,,73770,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,402,,6749,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,100359,,567105,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,17165,,177637,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,124,Canada,,,,,,,,,0409,Honey; natural,,,,,,,46,,3792,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,152,Chile,,,,,,,,,0409,Honey; natural,,,,,,,11880,,135651,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,2756774,,4252568,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,145460,,565969,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,126360,,501043,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,19446,,67351,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,36,Australia,,,,,,,,,0409,Honey; natural,,,,,,,61072,,270606,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,3875239,,10577978,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,74131,,331911,,,0
HS,2014,201410,October 2014,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,26086,,67015,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,32,Argentina,,,,,,,,,0409,Honey; natural,,,,,,,20036,,82291,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,40,Austria,,,,,,,,,0409,Honey; natural,,,,,,,145,,683,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,208,Denmark,,,,,,,,,0409,Honey; natural,,,,,,,7794,,48383,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,76,Brazil,,,,,,,,,0409,Honey; natural,,,,,,,178575,,687389,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,124,Canada,,,,,,,,,0409,Honey; natural,,,,,,,33,,2471,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,156,China,,,,,,,,,0409,Honey; natural,,,,,,,3683527,,5748584,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,300,Greece,,,,,,,,,0409,Honey; natural,,,,,,,4400,,61117,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,276,Germany,,,,,,,,,0409,Honey; natural,,,,,,,129897,,739800,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,56,Belgium,,,,,,,,,0409,Honey; natural,,,,,,,276167,,921033,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,251,France,,,,,,,,,0409,Honey; natural,,,,,,,35157,,227344,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,0409,Honey; natural,,,,,,,4919255,,12426685,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,348,Hungary,,,,,,,,,0409,Honey; natural,,,,,,,27464,,80932,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,381,Italy,,,,,,,,,0409,Honey; natural,,,,,,,4901,,43798,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,372,Ireland,,,,,,,,,0409,Honey; natural,,,,,,,41337,,353070,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,724,Spain,,,,,,,,,0409,Honey; natural,,,,,,,114511,,402829,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,764,Thailand,,,,,,,,,0409,Honey; natural,,,,,,,80400,,188255,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,704,Viet Nam,,,,,,,,,0409,Honey; natural,,,,,,,39000,,100378,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,642,Romania,,,,,,,,,0409,Honey; natural,,,,,,,57940,,312655,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,703,Slovakia,,,,,,,,,0409,Honey; natural,,,,,,,19905,,50216,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,620,Portugal,,,,,,,,,0409,Honey; natural,,,,,,,22,,5235,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,616,Poland,,,,,,,,,0409,Honey; natural,,,,,,,12225,,63572,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,554,New Zealand,,,,,,,,,0409,Honey; natural,,,,,,,88399,,1949487,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,528,Netherlands,,,,,,,,,0409,Honey; natural,,,,,,,6143,,27301,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,484,Mexico,,,,,,,,,0409,Honey; natural,,,,,,,89624,,321425,,,0
HS,2014,201411,November 2014,4,0,1,Imports,826,United Kingdom,,440,Lithuania,,,,,,,,,0409,Honey; natural,,,,,,,1653,,8437,,,0
